dataset,template,concept_type,concept_primary,concept_tags,concept_confidence_mean,concept_source_mode,bucket_size,label_coverage,one_shot_status,global_one_shot_acc,global_one_shot_macro_f1,global_one_shot_status,global_label_coverage,zero_shot_acc,zero_shot_macro_f1,one_shot_acc,one_shot_macro_f1
synth_mismatch_neutral,negation_explicit,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,140,1,insufficient_class_coverage,,,insufficient_class_coverage,1,0.3285714387893677,0.1648745518454542,,
stress_balanced_concepts,base,negation,negation,negation|action|count,0.7224310771433755,rule,19,3,ok,0.4113060534000397,0.37826395465903756,ok,3,0.5789473652839661,0.5079365073443168,0.5625,0.48412698352928946
stress_balanced_concepts,base,count,count,count|action|spatial,0.9565934048811779,rule,65,3,ok,0.4113060534000397,0.37826395465903756,ok,3,0.4153846204280853,0.4214007235716979,0.5645161271095276,0.5346304825033255
stress_balanced_concepts,base,spatial,spatial,spatial|action|count,0.8917674389047906,rule,72,3,ok,0.4113060534000397,0.37826395465903756,ok,3,0.4166666567325592,0.3993440713784966,0.6231883764266968,0.48769748717349476
stress_balanced_concepts,base,action,action,action|count|spatial,0.893427696249168,rule,180,3,ok,0.4113060534000397,0.37826395465903756,ok,3,0.4055555462837219,0.40440797979604054,0.395480215549469,0.3619001832152719
stress_balanced_concepts,base,object_or_attribute,object_or_attribute,object_or_attribute,0.9999999989999998,rule,180,3,ok,0.4113060534000397,0.37826395465903756,ok,3,0.3777777850627899,0.3610175827599094,0.35593220591545105,0.32170118919358587
stress_balanced_concepts,low_specificity,negation,negation,negation|action|count,0.7224310771433755,rule,19,3,ok,0.39181286096572876,0.3916181355455058,ok,3,0.3684210479259491,0.39444444400894674,0.5,0.34814814782
stress_balanced_concepts,low_specificity,count,count,count|action|spatial,0.9565934048811779,rule,65,3,ok,0.39181286096572876,0.3916181355455058,ok,3,0.446153849363327,0.41151452560068713,0.4354838728904724,0.42316784818540115
stress_balanced_concepts,low_specificity,spatial,spatial,spatial|action|count,0.8917674389047906,rule,72,3,ok,0.39181286096572876,0.3916181355455058,ok,3,0.5972222089767456,0.4604065089966865,0.28985506296157837,0.2664141409625182
stress_balanced_concepts,low_specificity,action,action,action|count|spatial,0.893427696249168,rule,180,3,ok,0.39181286096572876,0.3916181355455058,ok,3,0.4444444477558136,0.37924487722556965,0.29378530383110046,0.19095780516318972
